Column1,Class
"  The ""isMultiKey"" value is not correct in the output of aggregation explain plan",L2
  get_last_error.js test fails due to not giving enough time for all alive secondaries to replicate,L2
  Fix snapshot1.js for WT,L2
  replsets_killop.js should allow more time for secondary to replicate ops,L2
  plan change in 2.6.5 causes query to run slower than in 2.6.4,L2
  Starting with different storage engines in the same dbpath should error/warn,L2
  Logically dead code in CachedPlanStage,L2
"  dumprestore_auth{2,3}.js relies on W=0 to ignore unique index violations",L2
  listIndexes and listCollections can be run on secondaries without slaveOk bit,L2
  Make sure stepDown command can be interrupted with killop,L2
  Don't fall-through on WriteConflictExceptions in write command update,L2
  collection stats storageSize is incorrect,L2
  Make it possible to get the return code from startParallelShell,L2
  write conflict on single-update isn't being retried,L2
  Missing state change logging for replica set members,L2
  Uninitialized value used in SCRAM code,L2
  monogs  waited XXs for distributed lock configUpgrade for upgrading config database to new format v5,L2
  Query does not use index in some $gte/$lt conditions in array attribute,L2
  pick new name for heap1,L2
  All callbacks invoked by WiredTiger (and other C) storage engines must terminate rather than propagate exceptions,L2
  benchRun no longer working after switching PRIMARY replicaset member to a new node,L2
  Suse11 enterprise packages fail due to unmet dependencies,L2
  Assertion hit when running out of disk space,L2
  Open file limit causes shutdown of WT but mongod stull running,L2
  listCollections is missing collections if primaryShard is moved,L2
  Enable Ulimit warning on Linux,L2
  Documents with secondary unique indexed fields may not replicate properly on KV storage engines,L2
  Stacktrace in logs after creating collection with invalid options,L2
  inserts into WT nonunique index should not fail with DUPLICATE_KEY,L2
  SyncTail::fillWriterVectors determines opType incorrectly,L2
  Leaks emanating from QueryPlannerAccess::makeCollectionScan,L2
"  Shell method DBExplainQuery.count() should return the explain results, not 'this'",L2
  WT show performance regression comparing to 10/31 build,L2
"  CanonicalQuery leaks in mr::MapReduceCommand::run(), mr::State::finalReduce(), newRunQuery()",L2
  Windows normal zip and debugsymbols zips are the same,L2
  null value in mapReduce results,L2
  Frequent yielding/sleeping causes bad perf in collscan,L2
  $explain query against sharded collection with 2.6 shard returns error,L2
  Add currentOpCtx command to the auth test suite,L2
  Commands with empty string cause the server to terminate,L2
"  misleading ""closing cursor"" message when retrying stale version",L2
  Lock waits should not be dumping the LM state unless blocked for more than 30 seconds,L2
  Segfault in shell on Ordered Bulk Insert/Find-Update with Large amount of docs,L2
  Long flush pauses in MMAPv1,L2
  Contention on lockmgr buckets in MMAPv1,L2
  Input validation on the arguments to createCollection,L2
  Improve namespace construction in commands,L2
  Allow disabling SSL Ciphers via hidden flag: sslCipherConfig,L2
  jsCore in small oplog failing during shutdown in ASAN build,L2
  prefetch replication only on mmapv1,L2
  WT_ROLLBACK in unique index insert is really a dup key,L2
  Exponentially back off for write conflict exceptions.,L2
  No error message for invalid config in mixed version replset,L2
  Server should not startup if other storage engine options are used,L2
  Should not open the Unix Domain Socket if the chmod fails.,L2
  del1.js fails deregistering from collection cursor cache ,L2
  Modifications to admin.system.users and admin.system.roles collections must be serialized,L2
  remove _forceLegacyShardWriteMode from v2.8 mongos,L2
  ResourceId constructors use operator% where they should use operator& for bit masking,L2
  geo_s2ordering.js depends on server performance,L2
  ~DeleteExecutor accesses the cursor cache via a Collection pointer without a DBlock,L2
  Contention on mutex protecting canAcceptWritesForDatabase access with WT,L2
  compilation problem caused by boost dependency,L2
  deadlock at shutdown,L2
  Event Viewer (system) error when pressing power button on machine,L2
  2.6 mongod crashes with segfault when added to a 2.8 replica set with >= 12 nodes.,L2
  Helpers::removeRange should check if master,L2
  Segfault in prefetch worker when replicating an insert that creates a database implicitly,L2
  Failure to shut down 2.8.0rc0 during initial sync (wiredtiger),L2
  fassert failure: WT_NOTFOUND return value in WiredTigerRecordStore::deleteRecord,L2
  PRIMARY down on sharded cluster - downtime,L2
  WT lsm panic,L2
  server segfaulted during loading of big file,L2
  Some pre-2.8 CLI shell functions incompatible with wiredtiger,L2
  cloneCollection does not yield,L2
  Log File Blowing up on sharded ycsb run in EC2 (or inserts too slow),L2
  Deadlock detected with oplog and multikey index inserts,L2
  WriteConflict returned to client with concurrent multikey index inserts,L2
  geoSpatial search returns error 16885 if collection has no document with specified location field,L2
  Compound find with sort picks the wrong index,L2
  dropDatabase is slow and returns success immediately though it then blocks progress while running,L2
  Replica logs excessively when other member is down,L2
  Do not announce a 'yea' vote when not voting 'yea',L2
  Large in memory collection scan very slow with WiredTiger compared to mmapv1,L2
  Installation of MongoDB Enterprise 2.6.5 fails on Ubuntu 14.04,L2
"  bind_ip = 127.0.0.1 && rs.initiate(): error 93 ""No host described in new configuration 1 for replica set indexers maps to this node""",L2
  Batched insert command does not yield,L2
  log heartbeat failures and cause,L2
  Coverity analysis defect 45865: Resource leak,L2
  multi-update gets stuck retrying after WriteConflict,L2
  With wiredtiger we should not fail to start from unclean shutdown,L2
  2.8.0-rc0 shell can't auth to a 2.4 server,L2
  Index bounds disappear under certain circumstances,L2
  Use of --dbpath with mongo tools no longer supported,L2
  mongod --repair terminates before repair is attempted under WiredTiger,L2
  Assertion and backtrace when invalid WT config option passed,L2
  crash after dropDatabase on serverStatus command attempt (access 0),L2
  lock manager timeout w/ stack trace,L2
  Crash running a single node WT replset,L2
  DropDupos information missing or lost.,L2
  Under WiredTiger actual leaf_page_max appears to be 75% of specified value,L2
  drop queued WT idents on startup,L2
  repeated WriteBackListener error on out-of-order upgrade,L2
  tcmalloc issues with OS X 10.10,L2
  newCollectionsUsePowerOf2Sizes should warn users it no longer works,L2
"  Invariant failure txn->lockState()->isDbLockedForMode(db, MODE_IS)",L2
"  Do not return ""set"" name if not initiated",L2
  We need to call commitAndRestart on the active recovery unit before releasing our last lock,L2
  Lock manager should expose methods that separate enqueuing a lock request and waiting for it to be satisfied,L2
  rocks storage engine should deal with nested recovery units correctly,L2
  exiting with SIGINT during WT initialization can fassert,L2
  shardCollection will fail if initial split returns more than 8192 potential split points,L2
  stack trace/error on shutdown in wiredtiger,L2
  Rocks storage engine build break,L2
  Mongod crashes after running mongodump,L2
  fatal assertion on checkpoint,L2
  mongodump --repair does not terminate gracefully under WiredTiger,L2
  mongodump --repair only scans forward under WiredTiger,L2
  Improve error message returned by replSetReconfig when node addition fails,L2
  Enable prefix compression by default on indexes in WiredTiger,L2
  Executable file sizes much larger than 2.6 when not stripped,L2
  2.8.0-rc1 segfault,L2
  Invariant failure when dropping and renaming collections concurrently in WT,L2
  clear oplog before starting initial sync,L2
"  Can't extract geo keys from object, malformed geometry?",L2
  do not compare pointer addresses in WT Iterator::restoreState(),L2
  Oplog declines in performance over time under WiredTiger,L2
  DBConnectionPool::flush should fully flush connection pool,L2
  $all clause with elemMatch uses wider bounds than needed,L2
  rocks storage engine needs to support document locking,L2
  Some commands no longer accept values of the Symbol BSON type,L2
  WriteConflict during concurrent map-reduce operations in WT,L2
  Wired Tiger blocks queries and updates for many seconds.,L2
  secondary fasserts trying to replicate an index,L2
  Perf degradation in query,L2
  Removing Replica Set Member + Failover = Can't write to replica set with w:2,L2
  Race between shutdown and fsync flush with WiredTiger,L2
  chainingallowed: false can spin,L2
  Can't start new wiredtiger node with log file or config file in data directory - false detection of old mmapv1 files,L2
  Crash when dropping and creating databases concurrently on Windows,L2
  WiredTiger crashes due to NULL btree handle,L2
  Cannot set/list/clear index filters on the secondary,L2
"   repairDatabase causes ""size has to be a number""",L2
  WiredTiger __wt_meta_track_off crash,L2
  Producer-consumer use case shows declining performance over time under WIredTiger,L2
"  Can't seem to override ""checkpoint"" in WT config in rc1",L2
  Invariant failure in RecordStoreV1RepairIterator::invalidate,L2
  auth2.js,L2
  Bulk insert is slow in sharded with replica set environment,L2
  Fix rocks_recovery_unit,L2
  WiredTiger: lsm-worker: LSM metadata write: Cannot allocate memory,L2
"  endless ""waiting for write concern""",L2
  Replica set nodes should not threaten to veto nodes whose config version is higher than their own,L2
  Remove unsupported behavior in shard3.js,L2
  Invalid access at address: 0x180,L2
  Server does not recover after a rollback (mms-onprem),L2
"  Command execution log line displays ""query not recording (too large)"" instead of abbreviated command object",L2
  Journal commits in write lock stat no longer relevant,L2
  plan cache filters aren't applied if mongoS rewrites the projection of a query,L2
  Fix coverity defect in StorageEngineMetadata::write() ,L2
  hot replication mutex,L2
"  Document not returned:  ""Didn't find DiskLoc in WiredTigerRecordStore""",L2
  WriteBatchExecutor's WriteConflictException not caught,L2
  Updating by _id field with a regex breaks replication in 2.4,L2
  Query planner chooses a table scan even an index exists,L2
  $pull using DBRef $id and $in operator,L2
  invariant failure: missing required lock in AutoGetCollectionForRead,L2
  WiredTiger primary died with: Fatal DBException in logOp(): 112 WriteConflict (mms-qa),L2
  Coverity analysis defect 46354: Data race condition,L2
  2.8.0 RC build for Windows - touch command not working with wiredtiger option,L2
  listDatabases is very slow on wiredtiger primary,L2
  Memory leak in IndexCatalogEntry::setMultikey,L2
  Extended pauses with heavy write load under WiredTiger,L2
  Idle mongod with WiredTiger LSM is using 100% CPU,L2
  Upserting a document where the _id field is a regex can cause secondaries to crash,L2
  Compound index creation does not follow the order we specifiy,L2
  Gradually degrading performance (wiredtiger),L2
  WriteConflict on bulk insert to capped collection,L2
"  mixed_mode_repl.js, mixed_mode_repl_nossl.js",L2
  replrestart1.js,L2
  toostale.js assumes master is node 0,L2
  Replication log message about vetoing can be truncated.,L2
  get_last_error.js fails because it does not expect chaining to occur,L2
  Require 'force' argument to stepdown or shutdown a node in a single-node replica set,L2
  Chunk moves are slow under WiredTiger,L2
  2d compound index results in a wider object scan for certain field name orderings,L2
"  Try to stepdown before shutting down, even when using 'force'",L2
  Text stage fetches document twice if phrase or negation filter present,L2
  Ensure jstests are agnostic to primary election,L2
  ShardInfo should stop using mapped to get size estimate,L2
  Clean up JSThreadConfig data that leaks when using JSThreads,L2
  Mongo 2.4 version: Can't select the correct Index to Use !,L2
  lock_mgr_test reports leaks under the ASAN build,L2
  Updates against paths composed with array index notation and positional operator can insert an embedded document,L2
  suppress missing-braces warning on clang,L2
  mmapv1 replica multi collection insert is 70% slower vs no replication,L2
  replset5.js,L2
  More tests need to be agnostic to primary election,L2
  sharding_rs2.js should clean up data on all replicas,L2
  minvalid2.js,L2
  Reduce temporary NamespaceString copies,L2
  db.getReplicationInfo shell helper relies on system.namespaces,L2
  d_migrate getActive() mtx is very hot,L2
  replsets_prefetch_stress.js failed under ASAN slow2_WT test,L2
  WT session mutex is highly contented,L2
  Concurrent mapReduces with same replacement collection fail with WT,L2
  rollback_auth.js improvement,L2
  mongos_no_replica_set_refresh.js,L2
  replica set monitor can display negative ping times,L2
"  syncSourceFeedback can spin, with network traffic, during reconfig",L2
  checkpointing with many collections/indexes is slow and contention prone,L2
  index_restart_secondary.js,L2
  prohibit simultaneous heartbeat reconfig and candidacy role state,L2
  WT verify and salvage operations failing with EBUSY,L2
  Unexpectedly high non-mapped virtual memory usage on secondary,L2
  Setting socket timeouts less than 1.0 seconds leads to setting no socket timeout on Windows,L2
  Can't access specific array elements in $group,L2
"  From unknown reason, server reported Got signal: 7 (Bus error).",L2
"  [Create|Update]User command should not allow the ""mechanism"" field",L2
"  findAndModify with sort exceeds internal sort memory limit, silently fails",L2
"  Cannot restart WT node after shutdown ""no cursor for uri"" (mms-qa)",L2
  Attempting to create index on local database on replica set member in state REMOVED causes invariant failure,L2
  Aggregate with allowDiskUse=true does not work for larger collections,L2
  can't move chunk,L2
  Pauses due to large page eviction during fetches under WiredTiger,L2
  Query with $gt with Alphabate includes the results with Criteria,L2
  Decreased throughput due to changes in scheduling algorithm? (mms-prod-pings1),L2
  Failed index builds can assert on progressMeter,L2
  Regex not working properly on indexed fields..,L2
  Fatal Assertion 16967 during normal operation and repair,L2
  do not touch sync source connection outside of bgsync thread,L2
  thread gets stuck doing update for a long time,L2
  Map Reduce Output to Collection Occasionally Kills the Server,L2
"  Index entry too long breaks foreground index builds, even with FailIndexKeyTooLong set to false",L2
  d_migrate.cpp should not rely on system.namespaces,L2
  sh.status shows incorrect owner and timing of balancer lock acquisition,L2
  Reduce contention on ReplicationCoordinatorImpl::_mutex,L2
  Uncaught WriteConflictException in TTLMonitor,L2
  CollectionInfoCache being written without exclusive lock,L2
  replication should obtain DB X lock when applying an index build op,L2
  race condition in currentOp,L2
  initial sync needs to lock properly before truncating oplog,L2
  WiredTiger Crash when inserting documents in a specific order,L2
"  Consistently getting ""exception: collection's metadata is undergoing changes"" during a drop",L2
"  Secondary on 2.8.0rc2 cannot keep up (insert-heavy, mmapv1) (mms-prod-queues)",L2
  writeConflictException inefficiency,L2
  Unable to do system.namespace collection counts with new storage enginers,L2
"  2dsphere explain reports ""works"" for nscanned & nscannedObjects",L2
  enable transaction log compression for WiredTiger,L2
  SCRAM-SHA-1 auth mechanism should be allowed for __system@local user even if SCRAM-SHA-1 is not configured as an authMechanism,L2
  listCollections command result includes system.indexes but not system.namespaces,L2
  scons install fails for source builds from 2.8.0rc2,L2
  tcmalloc ReleaseToCentralCache account > 14% usage with long insert traffic,L2
  notablescan breaks replication on mongorestore,L2
  db.currentOp reports operations with incorrect namespace values,L2
  $geoWithin does not return all documents within polygon,L2
  Backtraces with delays (5 sec in wiredtiger_open) when trying to start server when it's already running,L2
  Extremely slow shutdown for WiredTiger (non-LSM),L2
  Debian repo component mismatch - mongodb/10gen,L2
  long pause during bulk insert due to time spend in __ckpt_server & __evict_server with wiredTiger,L2
"  support ""none"" as a valid compressor option in WiredTiger",L2
  do not update the replication progress map when receiving a heartbeat from primary,L2
  Mongod terminates when no space is available with wiredTiger,L2
  setting verbosity to false in config file prevents mongod from coming up,L2
  Chunk Migration Failing Repeatedly on Initial Balancing Round,L2
  Balancer Lock Information Missing in sh.status(),L2
  findAndModify return value changes upon error,L2
  Deadlock due to KVDatabaseCatalogEntry doing blocking transactional operations under the _collectionsLock,L2
  bad order search logic in Geonear,L2
  mongod memory usage much larger than cache_size for wiredtiger b-tree,L2
  geoNear performance on low-end machine,L2
  Repairing a WiredTiger database with a flipped bit triggers a checksum fassert,L2
  copydb/clone commands can crash the server if a primary steps down,L2
  Windows: net stop service does not do clean shutdown,L2
  Fix linking of WriteConflictException in rocks build,L2
  Dropping collection during active aggregation operation can crash server,L2
  collStats scale argument does not apply to maxSize,L2
  Assertion failure _setName.size(),L2
  Windows: should allow users to install 2.6 and 2.8 enterprise versions,L2
  Long database names will crash server during repair on mmapv1 when using directoryperdb,L2
  Very long pauses using 2.8.0-rc3 when running YCSB workload B.,L2
  Cannot allocate memory (wiredtiger) (mms-dev),L2
  wiredtiger group commit too slow for single-threaded workloads,L2
  Stack trace when fail to open WiredTigerSession ,L2
  primary server fassert() with fatal assertion 16967,L2
  Inconsistent behavior in large replica sets mixing 2.6 and 2.8,L2
  Strange downgrade behavior in large mixed replica sets (2.6/2.8),L2
  Add timer to geo near stage to track execution time,L2
  make sharding/mongos_no_replica_set_refresh.js test agnostic to who is elected primary,L2
  Deadlock detection should check cycles for stability or should be disabled,L2
  documentation out of date for tools,L2
  Re-enable JS tests for yielding,L2
  Invariant Failure in SplitChunkCommand::run(),L2
  explain aggregation doesn't output timing information,L2
  wrong distance calcul when GeoNear used with aggregate,L2
  Replication initialSync flapping,L2
  Geo predicate is unable to use compound 2dsphere index if it is root of $or clause,L2
  sharding_system_namespaces.js incorrectly assumes that mongod supports wiredTiger,L2
  Extended pauses in WiredTiger when workers greatly exceeds number of cores,L2
  Segmentation fault on insert operation with Tiger engine / zlib compressor,L2
  Isolated writes with extreme latencies in replica set under WiredTiger,L2
  Cannot stop balancer using sh.stopBalancer() in 2.2.3,L2
  logging write conflicts at log level 0 is too aggressive,L2
  Disallow NUL bytes in index names,L2
  fassert when multi-index build fails with WiredTiger,L2
"  getMore looks up doc with invalid RecordId, fails with ""Didn't find RecordId in WiredTigerRecordStore""",L2
  Compact with WiredTiger does not rebuild indexes,L2
  mongod.lock file should be present in data directory regardless of storage engine selected,L2
  MongoDB crash due to assert,L2
  Coverity analysis defect 49093: Unchecked dynamic_cast,L2
  MoveFile WiredTiger.turtle.set to WiredTiger.turtle: Broken pipe,L2
  DurableImpl::commitAndStopDurThread must wait for the durability thread to exit,L2
  Switching journalling off and on with WT not safe,L2
  WiredTigerRecordStore is corrupted from power cycle,L2
  MongoDb terminate when WT fault STATUS_STACK_OVERFLOW,L2
  degrading update performance,L2
  Deadlock with WiredTiger LSM,L2
  2dsphere index appears to allow indexing of parallel arrays,L2
  Prevent_logOpRS from pushing primary's last optime back in time in doc-locking storage engines,L2
  WiredTiger cappedDeleteAsNeeded invariant failure,L2
  rc3 one of the shard mongod crashes during longevity test with mix traffic (~3 days),L2
  Do not create empty database while checking for collections,L2
  serverStatus command with oplog argument to config server returns error,L2
  Distribution of data with hashed shard key suddenly biased toward few shards,L2
  unexpected WriteConflict exceptions with WiredTiger b-tree,L2
  Startup time under WiredTiger is extremely slow and gets worse as database grows,L2
  Queries against non-existent databases are no longer logged in the profiler collection,L2
  Show collection doesn't show some collections,L2
  Remove storage.mmapv1.syncPeriodSecs and storage.wiredTiger.engineConfig.checkpointDelaySecs; use storage.syncPeriodSecs for both.,L2
  OpenSSL libcrypto crash,L2
  KeyString should overflow to heap,L2
  consecutive replSetReconfig calls can trigger an invariant failure,L2
  Unhandled DBException in TTLMonitor terminates server,L2
"  Use prefix matching to detect system namespaces, not substring matching",L2
  Unique key constraints not enforced after dropDatabase(),L2
  Wrong component for commands,L2
  Global severity seems to overwrite component severity in some cases,L2
  Tons of ClientCursor::staticYield on a simple query,L2
  Coverity analysis defect 49690: Resource leak,L2
  Coverity analysis defect 49668: PW.USELESS_TYPE_QUALIFIER_ON_RETURN_TYPE,L2
  Loss of type information for covered queries in WiredTiger,L2
  WiredTiger accepts fewer characters in database names when using directoryperdb,L2
  Add cursor metrics to serverStatus in mongos,L2
  Performance degradation due to TCMalloc scalability,L2
  mmapv1 journaling invariant triggered during replicated insert,L2
  Starting mongod with wiredtiger storage engine when dbpath is in use causes backtrace,L2
  Cannot toggle directoryperdb on mmapv1,L2
"  Error code when enable auth=true , mongodb 2.6",L2
  Lengthy pauses associated with checkpoints under WiredTiger,L2
  Smoke.py --small-oplog-rs fails to run jsCore,L2
  Invariant failure: WT_NOTFOUND error with concurrent removes and updates,L2
  Recovery Unit invariant tripped when calling getMore through DBDirectClient,L2
  Remove support for touch command for WiredTiger,L2
  mongod --repair fails because verify() returns EBUSY under WiredTiger,L2
  Update on invalid loc fails in concurrent circumstances,L2
  rs.reconfig makes whole cluster as Secondary,L2
  Map reduce doesn't use scoped transaction which results in deadlock at eviction,L2
"  Remove IndexCatalogs use of ""system.indexes"" in _upgradeDatabaseMinorVersionIfNeeded",L2
  Unable to start mongod 2.8 with wiredTiger storage engine on 32bit system,L2
  Secondary nodes can hang during shutdown if BGSync::_buffer is full,L2
  Migrations should time out after 10 hrs waiting for replication,L2
  Query execution stats tree unnecessarily serialized to BSON if find() query generates log line,L2
"  On mongos we always invalidate the user cache once, even if no user definitions are changing",L2
  Production MongoDB 2.6.2 Server Crashes Frequently-  please help!!,L2
  Windows does not support ASCII control characters in database names with directoryperdb,L2
  Avoid using no timeout in RangeDeleter unless requested by user,L2
  Secondaries of same spec cannot keep up with high primary write load,L2
  Redhat YUM repository metadata checksum,L2
  ttl_repl_secondary_disabled.js,L2
  created checked_cast and use in hot spots,L2
  Significant slowdown in capped collection performance when cap reached,L2
  Suppress indexDetails from sharded collstats in shell,L2
  Need to reset ElapsedTracker after getMore,L2
  Timer overflows at approximately 9223 seconds,L2
  Pause due to sudden 4GB increase in cached bytes under WiredTiger,L2
  Enable debug wiredtiger flags in debug mongodb build,L2
  Flag noIndexBuildRetry doesn't clean up interrupted index ,L2
  Segmentation fault when loading data into WiredTiger.,L2
  Invariant failure: out-of-order index keys with v0 WiredTiger index,L2
  Installation fails on Debian,L2
  regex query fails on 2.4.5 when field's value is above a certain size,L2
  upgrade_to_ssl_nossl.js,L2
  replsets/auth1.js auth error,L2
  Concurrent upserts to the same non-existing document can result in duplicate key error,L2
  pause repl6.js between restarts,L2
  sorth.js depends on MMAPv1 index format,L2
 section before all data is cloned,L2
  Return connections to pool on mongos when checking config servers up locally,L2
"  15-second stall associated with ""sched: RT throttling activated"" under WiredTiger",L2
  RecordId might be inserted more than once with unique index and dupsAllowed == true,L2
  Access violation in WT during insert only workload,L2
  Oplog can grow much larger than configured size under WiredTiger,L2
  WT oplog bottleneck on secondary,L2
  Slow index build times on secondaries with Wired Tiger,L2
  Profiler collection not created when using --profile,L2
  Access violation in Mongod (Insert only workload),L2
  Invariant fires during shutdown on secondary node (WiredTiger),L2
  mongod sefgault with wiredtiger during stress test,L2
  null pointer dereference in wiredTiger library 2.8.0-rc5,L2
  remove unnecessary fatal assertion when building multiple indexes concurrently via system.indexes writes,L2
  Don't let 2.6 replset member initial sync from 2.8 member running wiredTiger,L2
"  WT crashed at index building due to ""F_ISSET(session, WT_SESSION_TABLE_LOCKED) || !F_ISSET(session, WT_SESSION_HANDLE_LIST_LOCKED)""",L2
  Socket Exception,L2
  60-second stall between checkpoints under WiredTiger,L2
  dbAdminAnyDatabase should have full parity with dbAdmin for a given database,L2
  cannot specify index when count command,L2
"  ""it"" not working in the javascript shell when getting next cursor batch",L2
  printSlaveReplicationInfo() appears broken in master,L2
  exit,L2
  Removing objects from under a geo $near query causes invalid memory access,L2
  Wait for mongos to recognize new master before proceeding in rename.js,L2
  db.stats() does not show indexes or indexSize correctly for WT,L2
  Hang on shutdown with WiredTiger,L2
  incrementally cleanup connections in mongos_rs_shard_failure_tolerance.js,L2
  Missing _id index message after dropping and re-creating _id index,L2
  Error 10053 when combining inclusion and exclusion semantics in a single projection,L2
  WT_WITH_TABLE_LOCK assert failure during compact,L2
  WiredTiger index prefix compression configuration is not applied to creationString,L2
  Fatal Assertion 18750,L2
  Fassert on stop/start of the service,L2
  UnsupportedFormat fatal assertion in wiredTiger following ,L2
  Invariant failure in wiredtiger_record_store.cpp:441,L2
  sharding/SERVER-7379.js fails with a mixed version cluster,L2
  background ensureIndex blocks too many operations with WiredTiger,L2
  UpdateLifecycleImpl can return empty collectionMetadata even if ns is sharded,L2
"  Segmentation fault in mongo, V8",L2
  sh.getRecentMigrations shows aborted migration as success,L2
  Kernel Panic on huge memory consumption,L2
  errno:24 Too many open files on Windows,L2
  Handle WriteConflictException when writing oplog on secondaries,L2
"  wiredtiger's ""bytes currently in the cache"" exceeds ""maximum bytes configured"" and eviction threads are deadlocked",L2
  map invoke failed: JS Error: TypeError: this.tags has no properties nofile_b:0,L2
  Check command status for WriteConflictException on secondaries and retry,L2
  shell should raise a useful error on mixed usage of $query document with .explain(),L2
  skip clearing tmp collection if it fails with WriteConflictException,L2
  Cursor can return objects out of order if updated during query,L2
  Server Terminates Javascript Execution for GroupStage Setup with a Timeout,L2
  WT_SESSION::begin_transaction and WT_CURSOR::reset can return WT_ROLLBACK,L2
  Assertion failure false src/mongo/db/structure/btree/key.cpp 433 on remove operation,L2
"  Significant WT Performance Regression on ""modified"" FSM workload",L2
  No SSL Session Caching may not be respected,L2
  exitCleanly should use compareExchange rather than fetchAndAdd,L2
  Inserts that create a collection can segfault if there is an ill-timed WriteConflictException,L2
  TTL Monitor has to handle WriteConflictException,L2
  Fatal Assertion 16137,L2
  handle WCE in index builds,L2
  SIGQUIT isn't quiting if CTRL-C was already hit,L2
  Deadlock between poorly-formed copydb and reading admin.system.users for localhost exception check,L2
  db.runCommand({startupWarnings:1}) includes spurious line,L2
  db.currentOp() needs to display locking information,L2
  NULL pointer crash in cloneCollectionAsCapped,L2
  Replication code does not retry interrupted system call,L2
  MongoD aborts when running under memory pressure,L2
  WT_ASSERT failure for update transactions,L2
  drop and dropIndexes commands should not return WriteConflict error to users,L2
"  create, createIndex, and dropDatabase should not return WriteConflict",L2
  make filemd5 handle WriteConflictException,L2
  indexBounds error,L2
  3.0.0-rc6 cannot build with the 3.25 JS engine,L2
  Sparse .hint() Functionality is Different in MMAPv1 vs. WiredTiger,L2
  Resync crashes secondary,L2
  Performance problems with MONGo replicaset,L2
  Sharded Replicaset - replicas fall behind (3.0.0-rc6),L2
  cloneCollectionAsCapped should handle WriteConflictException,L2
  show databases taking extraordinarily long with wiredTiger,L2
  stepdown_long_wait_time.js,L2
  Don't assume WT_ROLLBACK means dupKey error,L2
  Background thread for oplog clean-up can timeout during repair (invariant failure),L2
  Full text search does not find text in typographic quotes,L2
  Can't start MongoDB w/ WiredTiger Engine because of Checksum Error,L2
  file_allocator.cpp compilation fails due to missing posix_fallocate() in uClibc,L2
  removed nodes should not attempt to create update position commands as they will segfault when trying to grab their member config from the replset config,L2
  $geoWithin does not return result on certains Polygons,L2
  repairing local db with WiredTiger will deadlock with the oplog cleaning thread and crash,L2
"  Test ""replsets/resync.js"" should ensure first node is always primary",L2
  Rocks compilation error in RocksRecoveryUnit::beginUnitOfWork,L2
  primary fails to rejoin set on restart,L2
  Need to log member name during config loading,L2
  getmore operation on listIndexes cursor can access invalid BSONObj objdata and crash the server,L2
  Dropping 95G collection on VM crashes DB,L2
  Verify fails during AND_HASH query stage's readFirstChild,L2
  Always stop background sync thread when we become primary,L2
  Password credentials created for $external users causing fatal assertion,L2
  More retries needed when there are sync errors after initial sync,L2
"  ReplExecNetThread, errno:99 Cannot assign requested address",L2
  corruption in sizeStorer.wt file after kill -9 on server,L2
  4 parallel imports on each of the 3 mongos instances caused v2.8.0-rc5 to crash,L2
  Avoid fsync command in ConfigCoordinator,L2
  sort component of internal plan cache key syntax is ambiguous,L2
  Fix Rocks build broken with getSnapshotId() virtual function,L2
"  Fatal error ""logOp but not primary"" in MigrateStatus::go",L2
  mongod sometimes crashes when restarting to disable auth,L2
  Full Text returns wrong results for Turkish,L2
  64 bit signed int issues in the mongo shell,L2
  Check _lastLoc for sentinel in WTRecordStore::Iterator::restoreState for capped collections,L2
  3.0 Mongos should support listCollections and listIndexes even when the shard server is running 2.6 mongod,L2
  Updates can fail to find document during high concurrency,L2
  $isolated updates and deletes need X lock not IX,L2
  dbhash got out of sync,L2
  check for replicaset stepdown in cloner,L2
  Correctly invalidate RocksDB cursor when restoring to a deleted doc,L2
  Btree depth for oplog grows faster than expected,L2
  replsets/auth1.js error handling is confusing and unhelpful,L2
  Spurious warning during upgrade of sharded cluster,L2
  Fix building on platforms without execinfo.h,L2
  Build fails using uClibc,L2
  some rollback exceptions do not reset ROLLBACK state,L2
  Crash before completion of first checkpoint after table create can cause irrecoverable db corruption under WiredTiger,L2
  logOp fassert when creating namespace on stepped-down primary via update,L2
  fsm_all_sharded.js fails under wiredTiger and compatibility mode,L2
  logOp fassert when creating namespace on stepped-down primary via createCollection,L2
  Crash can leave data inaccessible due to empty storage.bson file,L2
  3.0 slave can't initial sync from a 2.6 master,L2
  2.6 mongostat cannot be used with 3.0 mongod,L2
"  Disable top_chunk_autosplit for rocks, too",L2
  findAndModify rollback triggers !_mustRollback invariant failure with profiling enabled,L2
  Invariant failure on shutdown: Device or resource busy at wiredtiger_kv_engine.cpp,L2
  Query on key-val array using $all and $elemMatch does not seem to correctly use indexes,L2
  WT is doing busy wait while being in recovery ,L2
  Aggregation pipeline with 64MB document can terminate server,L2
  'top' command with 64MB result document can terminate server,L2
  Can't find shard to put test db on when shard replica set name is 'config',L2
  Mongos tries to create user database on config server when replica set name is 'admin',L2
  unused-variable and uninitialized parameter with gcc5.0,L2
   'entry' may be used uninitialized in PlanCache code,L2
  $group with invalid reduce step crashes server with segfault,L2
  segfault running group using CodeWScope in reduce,L2
  Invariant failure when dropping collection during chunk split,L2
  traceWriteConflictException should be settable at startup,L2
  filemd5 shouldn't reuse CanonicalQuery after WCE,L2
  with journal turned off journal compression option seems to affect throughput,L2
  Coverity analysis defect 56350: Dereference null return value,L2
